"taskID","transcription","valid","comments","userID","inputBy","track","automatedTranscription","sort","sortTwo"
,,,,,,,,,
"91192","the fascination of the unusual. It’s a reversal of roles because he has become exotic to her when, in fact, most of us standing in front of the picture ","no","","2011","Chris Gibbon; Mariah Ashbacher; Michael Norman","  103-loveAmongTheNations_Chunk_13.mp3","the nation of the unusual it's a Reversal of roles because he has become exotic to her when in fact most of the standing in front of the","13","loveAmongTheNations"
"91192","the fascination of the unusual. It's a reversal of roles because he has become exotic to her, when in fact most of us standing in front of the picture","no","","2010","Chris Gibbon; Mariah Ashbacher; Michael Norman","  103-loveAmongTheNations_Chunk_13.mp3","the nation of the unusual it's a Reversal of roles because he has become exotic to her when in fact most of the standing in front of the","13","loveAmongTheNations"
"91192","...a fascination of the unusual. It's a reversal of roles because he has become exotic to her when in fact most of us standing in front of the picture...","yes","","2008","Chris Gibbon; Mariah Ashbacher; Michael Norman","  103-loveAmongTheNations_Chunk_13.mp3","the nation of the unusual it's a Reversal of roles because he has become exotic to her when in fact most of the standing in front of the","13","loveAmongTheNations"
,,,,,,,,,
"91193","","yes","","2011","Chris Gibbon; Mariah Ashbacher; Michael Norman","  103-loveAmongTheNations_Chunk_14.mp3","would identify the exotic with the other","14","loveAmongTheNations"
"91193","","yes","","2008","Chris Gibbon; Mariah Ashbacher; Michael Norman","  103-loveAmongTheNations_Chunk_14.mp3","would identify the exotic with the other","14","loveAmongTheNations"
"91193","would identify the exotic with the other.","no","","2010","Chris Gibbon; Mariah Ashbacher; Michael Norman","  103-loveAmongTheNations_Chunk_14.mp3","would identify the exotic with the other","14","loveAmongTheNations"
,,,,,,,,,
"91194","that his first title for this picture was actually 'Humanity'. What he was really doing here was expressing his own conviction that","no","","2010","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_2.mp3","his first title for this picture was actually humanity what he was really doing here was expressing his own conviction but","2","loveAmongTheNations"
"91194","That his first title for this picture was actually Humanity. What he was really doing here was expressing his own conviction that","no","","2008","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_2.mp3","his first title for this picture was actually humanity what he was really doing here was expressing his own conviction but","2","loveAmongTheNations"
"91194","That his first title for this picture was actually humanity what he was really doing here was expressing his own conviction that","yes","missed first word - unsure if it's covered in previous 10secs","2012","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_2.mp3","his first title for this picture was actually humanity what he was really doing here was expressing his own conviction but","2","loveAmongTheNations"
"91194","that his first title for this picture was actually ‘Humanity’. What he was really doing here was expressing his own conviction that","yes","","2011","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_2.mp3","his first title for this picture was actually humanity what he was really doing here was expressing his own conviction but","2","loveAmongTheNations"
,,,,,,,,,
"91195","a world which had been torn apart by a particularly painful war. That his conviction that the future lay not in war and","no","","2010","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_3.mp3","a world which would be torn apart by a particularly painful war that his conviction that the future day not in war","3","loveAmongTheNations"
"91195","a world which would be torn apart by a particularly painful war that his conviction that the future lay not in war","no","","2012","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_3.mp3","a world which would be torn apart by a particularly painful war that his conviction that the future day not in war","3","loveAmongTheNations"
"91195","a world which had been torn apart by a particularly painful war, that his conviction that the future lay not in war and this","no","","2011","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_3.mp3","a world which would be torn apart by a particularly painful war that his conviction that the future day not in war","3","loveAmongTheNations"
"91195","a world which had been torn apart by a particularly painful war, his conviction that the future lay not in war and dis...","no","","2008","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_3.mp3","a world which would be torn apart by a particularly painful war that his conviction that the future day not in war","3","loveAmongTheNations"
,,,,,,,,,
"91196","scored but in love among nations, harmony among peoples he actually said himself that I'm quoting Spencer","no","","2012","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_4.mp3","scored but in love emotions among and harmony among people's he actually said himself that I'm quoting Spencer","4","loveAmongTheNations"
"91196","scored, but in love among nations; harmony among peoples. He actually said himself that, and I'm quoting Spencer: ""During","yes","Not sure what word precedes 'scored', perhaps 'points'?","2010","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_4.mp3","scored but in love emotions among and harmony among people's he actually said himself that I'm quoting Spencer","4","loveAmongTheNations"
"91196","[dis]cord, but in love among nations, harmony among peoples. He actually said himself, that, and I am quoting Spencer, dur...","no","","2008","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_4.mp3","scored but in love emotions among and harmony among people's he actually said himself that I'm quoting Spencer","4","loveAmongTheNations"
"91196"," [... ] but in love among nations, among, harmony among peoples. He actually said himself, and I’m quoting Spencer","no","Can’t make out first word. ","2011","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_4.mp3","scored but in love emotions among and harmony among people's he actually said himself that I'm quoting Spencer","4","loveAmongTheNations"
,,,,,,,,,
"91197","[dur]ing the war, when I contemplated the horror of my life and the lives of those with me, I felt that the only way to end the ghastly experience would be if everyone suddenly","no","","2008","Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_5.mp3","during the war when I contemplated The Horror of my life and the lives of those with me I felt that the only way to end the gas to the experience would be if everyone","5","loveAmongTheNations"
"91197","during the war when I contemplated the horror of my life and the lives of those with me I felt that the only way to end the ghastly to the experience would be if everyone","no","","2012","Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_5.mp3","during the war when I contemplated The Horror of my life and the lives of those with me I felt that the only way to end the gas to the experience would be if everyone","5","loveAmongTheNations"
"91197","the war when I contemplated the horror of my life, and the lives of those with me, I felt that the only way to end the ghastly experience would be if everyone suddenly","no","","2010","Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_5.mp3","during the war when I contemplated The Horror of my life and the lives of those with me I felt that the only way to end the gas to the experience would be if everyone","5","loveAmongTheNations"
,,,,,,,,,
"91198","decided to indulge in every degree and form of sexual love."" And, he goes on to say, ""These are the joyful inheritances of mankind."" So this","no","","2008","Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_6.mp3","play decided to indulge in every degree and form of sexual love and he goes on to say these are the joyful inheritances of mankind","6","loveAmongTheNations"
"91198","decided to indulge in every degree and form of sexual love."" And he goes on to say ""these are the joyful inheritances of mankind."" So this","no","","2010","Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_6.mp3","play decided to indulge in every degree and form of sexual love and he goes on to say these are the joyful inheritances of mankind","6","loveAmongTheNations"
"91198","suddenly decided to indulge in every degree and form of sexual love and he goes on to say ""these are the joyful inheritances of mankind"" so this","yes","","2012","Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_6.mp3","play decided to indulge in every degree and form of sexual love and he goes on to say these are the joyful inheritances of mankind","6","loveAmongTheNations"
,,,,,,,,,
"91199","is an antidote, if you like, to all that pain and suffering and death, and it’s also in a way, isn’t it, almost a test","no","Last word may have been truncated (e.g testament)","2011","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_7.mp3","is an antidote if you like to all that pain and suffering and death and it's also in a way isn't it","7","loveAmongTheNations"
"91199","is an antidote if you like to all that pain and suffering and death. And it's also in a way, isn't it, sort of almost a ","yes","","2010","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_7.mp3","is an antidote if you like to all that pain and suffering and death and it's also in a way isn't it","7","loveAmongTheNations"
"91199","is an antidote if you like to all that pain and suffering and death, and it's also in a way isn't it sort of almost a test","yes","a lot of stuttering towards the end, may have to be edited in final working","2012","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_7.mp3","is an antidote if you like to all that pain and suffering and death and it's also in a way isn't it","7","loveAmongTheNations"
"91199","is an antidote, if you like, to all that pain and suffering and death, and it's also in a way, isn't it, sort of almost a test...","no","","2008","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_7.mp3","is an antidote if you like to all that pain and suffering and death and it's also in a way isn't it","7","loveAmongTheNations"
,,,,,,,,,
"91200","testimony for the League of Nations which had just been founded in the aftermath of the war bringing together the peoples the races of the world into what's","yes","","2012","Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_8.mp3","for the League of Nations which have just been found it in the aftermath of the war bringing together the People's the races of the world into","8","loveAmongTheNations"
"91200","[test]imony for the League of Nations, which had just been founded in the aftermath of the war, bringing together the peoples, the races of the world into what's","no","","2008","Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_8.mp3","for the League of Nations which have just been found it in the aftermath of the war bringing together the People's the races of the world into","8","loveAmongTheNations"
"91200","testimony for the League of Nations, which have just been founded it in the aftermath of the War - bringing together the peoples, the races of the world into what's a","yes","","2010","Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_8.mp3","for the League of Nations which have just been found it in the aftermath of the war bringing together the People's the races of the world into","8","loveAmongTheNations"
,,,,,,,,,
"91201","kind of international 'comesa' - a great love-in by people from everywhere, every kind of background, and it's done with a certain wit and humour.","yes","unsure of 'Comesa'","2010","Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_9.mp3","kind of international commessa a great loving by people from everywhere every kind of background and it's done with a certain weight and","9","loveAmongTheNations"
"91201","a kind of international commessa, a great love-in by people from everywhere, every kind of background,  and it's done with a certain kind of wit and humor","yes","","2008","Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_9.mp3","kind of international commessa a great loving by people from everywhere every kind of background and it's done with a certain weight and","9","loveAmongTheNations"
"91201","kind of international commessa a great loving by people from everywhere every kind of background and it's done with a certain wit and humour","yes","","2012","Mariah Ashbacher; Michael Norman; Shona Hoey","  103-loveAmongTheNations_Chunk_9.mp3","kind of international commessa a great loving by people from everywhere every kind of background and it's done with a certain weight and","9","loveAmongTheNations"
,,,,,,,,,
"91202","When the Fitzwilliam Museum acquired portrait by Frans Hals in 1879 it looked rather different. A previous owner painted over the background in brown","yes","","2012","Mariah Ashbacher; Michael Norman; Shona Hoey","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_0.mp3","when the Fitzwilliam Museum acquires portrait by Frans hals in 1879 it looked rather different a previous owner painted over the background in","0","Portrait_of_an_unknown_man .."
"91202","When the Fitzwilliam Museum acquired this portrait by Frans Hals in 1879, it looked rather different. A previous owner painted over the background in brown","yes","","2010","Mariah Ashbacher; Michael Norman; Shona Hoey","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_0.mp3","when the Fitzwilliam Museum acquires portrait by Frans hals in 1879 it looked rather different a previous owner painted over the background in","0","Portrait_of_an_unknown_man .."
"91202","When the Fitzwilliam Museum acquired this portrait by Frans Hals in 1879, it looked rather different. A previous owner painted over the background in brown","no","","2008","Mariah Ashbacher; Michael Norman; Shona Hoey","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_0.mp3","when the Fitzwilliam Museum acquires portrait by Frans hals in 1879 it looked rather different a previous owner painted over the background in","0","Portrait_of_an_unknown_man .."
,,,,,,,,,
"91203","paint and obliterated the sitter's great black, broad-brimmed hat. Although he was appreciated in his own lifetime, particularly in his native Haarlem, Hals","no","","2008","Mariah Ashbacher; Michael Norman; Shona Hoey","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_1.mp3","paint an obliterated the sitters great black broad brimmed hat I love you was appreciated in his own lifetime particularly in his native haarlem","1","Portrait_of_an_unknown_man .."
"91203","paint, and obliterated the sitter's great black broad brimmed hat. Although he was appreciated in his own lifetime, particularly in his native Haarlem","yes","","2010","Mariah Ashbacher; Michael Norman; Shona Hoey","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_1.mp3","paint an obliterated the sitters great black broad brimmed hat I love you was appreciated in his own lifetime particularly in his native haarlem","1","Portrait_of_an_unknown_man .."
"91203","paint, and obliterated the sitter's great black broad brimmed hat. Although he was appreciated in his own lifetime particularly in his native Haarlem","yes","","2012","Mariah Ashbacher; Michael Norman; Shona Hoey","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_1.mp3","paint an obliterated the sitters great black broad brimmed hat I love you was appreciated in his own lifetime particularly in his native haarlem","1","Portrait_of_an_unknown_man .."
,,,,,,,,,
"91204","Hals' rough, spontaneous style found few admirers until the late 19th century when he was rediscovered, not least by Vincent Van Gogh. What a joy to see","yes","","2008","Mariah Ashbacher; Michael Norman; Shona Hoey","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_2.mp3","is rough spontaneous style found a few admirers until the late 19th Century when it was rediscovered not least by Vincent Van Gogh what a joy","2","Portrait_of_an_unknown_man .."
"91204","Hals' rough spontaneous style found few admirers until the late 19th Century when he was rediscovered, not least by Vincent Van Gogh what a joy to see","yes","","2012","Mariah Ashbacher; Michael Norman; Shona Hoey","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_2.mp3","is rough spontaneous style found a few admirers until the late 19th Century when it was rediscovered not least by Vincent Van Gogh what a joy","2","Portrait_of_an_unknown_man .."
"91204","Hals' rough spontaneous style found few admirers until the late 19th Century, when he was rediscovered not least by Vincent Van Gogh. ""What a joy to see","yes","","2010","Mariah Ashbacher; Michael Norman; Shona Hoey","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_2.mp3","is rough spontaneous style found a few admirers until the late 19th Century when it was rediscovered not least by Vincent Van Gogh what a joy","2","Portrait_of_an_unknown_man .."
,,,,,,,,,
"91205","a Frans Hals"", he wrote, two centuries after the artist's death. ""How different from those pictures where everything has been carefully smoothed down in the same way.""","yes","","2010","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_3.mp3","friend's house he wrote two centuries after the artist death how different from those pictures but everything has been carefully smooth down in the same way","3","Portrait_of_an_unknown_man .."
"91205","a Frans Hals he wrote two centuries after the artist's death how different from those pictures where everything has been carefully smoothed down in the same way","yes","","2012","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_3.mp3","friend's house he wrote two centuries after the artist death how different from those pictures but everything has been carefully smooth down in the same way","3","Portrait_of_an_unknown_man .."
"91205","The friend’s [...], he wrote, two centuries after the artist’s death. How different from most pictures that everything has been carefully smoothed down in the same way","yes","Not sure about the third word - don’t think it is ‘house’.","2011","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_3.mp3","friend's house he wrote two centuries after the artist death how different from those pictures but everything has been carefully smooth down in the same way","3","Portrait_of_an_unknown_man .."
"91205","a Frans Hals,"" he wrote, two centuries after the artist's death. ""How different from those pictures where everything has been carefully smoothed down in the same way."" ","no","","2008","Chris Gibbon; Mariah Ashbacher; Michael Norman; Shona Hoey","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_3.mp3","friend's house he wrote two centuries after the artist death how different from those pictures but everything has been carefully smooth down in the same way","3","Portrait_of_an_unknown_man .."
,,,,,,,,,
"91206","Art Historian Julia Tozer considers what Van Gogh might have appreciated about this particular work by his fellow countryman: ""I think one of the things he would have absolutely","no","","2010","Daniel Pett; Michael Norman; Shona Hoey","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_4.mp3","art historian Julia tozer considers what Van Gogh might have appreciated about this particular work by his fellow countrymen I think one of the things he would have","4","Portrait_of_an_unknown_man .."
"91206","art historian Julia Tozer considers what Van Gogh might have appreciated about this particular work by his fellow countrymen. ""I think one of the things he would have","no","","   1","Daniel Pett; Michael Norman; Shona Hoey","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_4.mp3","art historian Julia tozer considers what Van Gogh might have appreciated about this particular work by his fellow countrymen I think one of the things he would have","4","Portrait_of_an_unknown_man .."
"91206","art historian Julia tozer considers what Van Gogh might have appreciated about this particular work by his fellow countryman I think one of the things he would have","yes","","2012","Daniel Pett; Michael Norman; Shona Hoey","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_4.mp3","art historian Julia tozer considers what Van Gogh might have appreciated about this particular work by his fellow countrymen I think one of the things he would have","4","Portrait_of_an_unknown_man .."
,,,,,,,,,
"91207","sbsolutely loved about this portrait was that Hals was celebrating his own people in a way that Van Gogh also was to do he was to go on to","yes","absolutely from previous 10 seconds is here instead as it was half over each snippet","2012","Daniel Pett; Michael Norman; Shona Hoey","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_5.mp3","beloved about this portrait was that how's was celebrating his own people in a way that van Gogh also was to do he was to go","5","Portrait_of_an_unknown_man .."
"91207","loved about this portrait was that Hals was celebrating his own people, in a way that van Gogh also was to do. He was to go on to ","no","","2010","Daniel Pett; Michael Norman; Shona Hoey","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_5.mp3","beloved about this portrait was that how's was celebrating his own people in a way that van Gogh also was to do he was to go","5","Portrait_of_an_unknown_man .."
"91207","loved about this portrait was that Howes was celebrating his own people in a way that van Gogh also was to do, he was to go on to","no","","   1","Daniel Pett; Michael Norman; Shona Hoey","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_5.mp3","beloved about this portrait was that how's was celebrating his own people in a way that van Gogh also was to do he was to go","5","Portrait_of_an_unknown_man .."
,,,,,,,,,
"91208","paint portraits of people whose lives would otherwise have been ounrecorded and there's something about the man in this painting and with his tousled hair and his jaunty","yes","","2012","Michael Norman; Shona Hoey; Emma Harbour","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_6.mp3","do you paint portraits of people whose lives would otherwise have been on recorded and there's something about the man in this painting and with his tousled hair and his","6","Portrait_of_an_unknown_man .."
"91208","'on recorded' should be 'unrecorded'.
'jaunty' should be added to the end of the transcription.","no","","2013","Michael Norman; Shona Hoey; Emma Harbour","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_6.mp3","do you paint portraits of people whose lives would otherwise have been on recorded and there's something about the man in this painting and with his tousled hair and his","6","Portrait_of_an_unknown_man .."
"91208","to paint portraits of people whose lives would otherwise have been unrecorded. And there's something about the man in this painting, with his tousled hair and his jaunty
","no","","2010","Michael Norman; Shona Hoey; Emma Harbour","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_6.mp3","do you paint portraits of people whose lives would otherwise have been on recorded and there's something about the man in this painting and with his tousled hair and his","6","Portrait_of_an_unknown_man .."
,,,,,,,,,
"91209","""cats and swollen"" should be ""hat and so on""
""somehow"" should be added to the end.","no","","2013","Michael Norman; Shona Hoey; Emma Harbour","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_7.mp3","cats and swollen and he's very very lived in face that transcends time he does seem to live and breathe in front of us and we're right back with him","7","Portrait_of_an_unknown_man .."
"91209","hat and so on, and his very very lived in face that transcends time. He does seem to live and breathe in front of us and we're right back with him somehow","yes","","2010","Michael Norman; Shona Hoey; Emma Harbour","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_7.mp3","cats and swollen and he's very very lived in face that transcends time he does seem to live and breathe in front of us and we're right back with him","7","Portrait_of_an_unknown_man .."
"91209","hand and so on and his very very lived in face that transcends time he does seem to live and breathe in front of us and we're right back with him somehow","yes","","2012","Michael Norman; Shona Hoey; Emma Harbour","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_7.mp3","cats and swollen and he's very very lived in face that transcends time he does seem to live and breathe in front of us and we're right back with him","7","Portrait_of_an_unknown_man .."
,,,,,,,,,
"91210","""with"" should be replaced by ""was""","no","","2013","Michael Norman; Shona Hoey; Emma Harbour","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_8.mp3","and that immediacy with something Van Gogh wanted to","8","Portrait_of_an_unknown_man .."
"91210","and that immediacy was something Van Gogh wanted too","yes","too or to at the end, depending on how it continues?","2012","Michael Norman; Shona Hoey; Emma Harbour","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_8.mp3","and that immediacy with something Van Gogh wanted to","8","Portrait_of_an_unknown_man .."
"91210","and that immediacy, was something van Gogh wanted too.""","no","","2010","Michael Norman; Shona Hoey; Emma Harbour","  1501_Portrait_of_an_unknown_man 23.55.12_Chunk_8.mp3","and that immediacy with something Van Gogh wanted to","8","Portrait_of_an_unknown_man .."
,,,,,,,,,
"91211","Fitzwilliam inherited a number of Dutch paintings from his maternal grandfather, and he added to this collection throughout his life. This is one of the best Dutch canvases that he acquired
","yes","","2010","Michael Norman; Shona Hoey; Emma Harbour","  1502_Groote_Kerk_at_Haarlem_Chunk_0.mp3","Fitzwilliam inherited a number of Dutch paintings from his maternal grandfather and he added to this collections around his life this is one of the best Dutch canvases","0","Groote_Kerk_at_Haarlem"
"91211","""collections around"" should be replaced by ""collection throughout""","no","","2013","Michael Norman; Shona Hoey; Emma Harbour","  1502_Groote_Kerk_at_Haarlem_Chunk_0.mp3","Fitzwilliam inherited a number of Dutch paintings from his maternal grandfather and he added to this collections around his life this is one of the best Dutch canvases","0","Groote_Kerk_at_Haarlem"
"91211","Fitzwilliam inherited a number of Dutch paintings from his maternal grandfather and he added to this collection throughout his life this is one of the best Dutch canvases that he acquired","yes","acquired cut off - I assume this is what it says","2012","Michael Norman; Shona Hoey; Emma Harbour","  1502_Groote_Kerk_at_Haarlem_Chunk_0.mp3","Fitzwilliam inherited a number of Dutch paintings from his maternal grandfather and he added to this collections around his life this is one of the best Dutch canvases","0","Groote_Kerk_at_Haarlem"
,,,,,,,,,
"91212","himself it's a view dating from around 1665 of the main Square in haarlem painted by Gerrit Berckheyde height we're looking out from the portico of the","yes","had to look up artist's name - assume I have the right one from googling him ","2012","Michael Norman; Shona Hoey; Emma Harbour","  1502_Groote_Kerk_at_Haarlem_Chunk_1.mp3","himself it's a view dating from around 1665 of the main Square in haarlem painted by Gerard Butler height we're looking out from the portico","1","Groote_Kerk_at_Haarlem"
"91212","""Gerard Butler"" should be replaced by ""Gerrit Berckheyde"".","no","","2013","Michael Norman; Shona Hoey; Emma Harbour","  1502_Groote_Kerk_at_Haarlem_Chunk_1.mp3","himself it's a view dating from around 1665 of the main Square in haarlem painted by Gerard Butler height we're looking out from the portico","1","Groote_Kerk_at_Haarlem"
"91212","himself. It's a view dating from around 1665 of the Main Square in Haarlem, painted by Gerrit Berckheyde. We're looking out from the portico of the town","yes","","2010","Michael Norman; Shona Hoey; Emma Harbour","  1502_Groote_Kerk_at_Haarlem_Chunk_1.mp3","himself it's a view dating from around 1665 of the main Square in haarlem painted by Gerard Butler height we're looking out from the portico","1","Groote_Kerk_at_Haarlem"
,,,,,,,,,
"91213","Town Hall across the meat and fish market towards the Towering cathedral of Saint bavo the Pride of haarlem Skyline This Great Church was described","yes","","2012","Michael Norman; Shona Hoey; Emma Harbour","  1502_Groote_Kerk_at_Haarlem_Chunk_2.mp3","Town Hall across the meat and fish market towards the Towering cathedral of Saint bavo the Pride of haarlem Skyline Great Church was destroyed","2","Groote_Kerk_at_Haarlem"
"91213","hall, across the meat and fish market towards the towering Cathedral of Saint Bavo - the pride of Haarlem's skyline. This great church was described in","no","","2010","Michael Norman; Shona Hoey; Emma Harbour","  1502_Groote_Kerk_at_Haarlem_Chunk_2.mp3","Town Hall across the meat and fish market towards the Towering cathedral of Saint bavo the Pride of haarlem Skyline Great Church was destroyed","2","Groote_Kerk_at_Haarlem"
"91213","Before ""Great"" insert ""this"".
Replace ""destroyed"" with ""described"".","yes","","2013","Michael Norman; Shona Hoey; Emma Harbour","  1502_Groote_Kerk_at_Haarlem_Chunk_2.mp3","Town Hall across the meat and fish market towards the Towering cathedral of Saint bavo the Pride of haarlem Skyline Great Church was destroyed","2","Groote_Kerk_at_Haarlem"
,,,,,,,,,
"91214","Replace ""raised"" with ""praised"".
Replace ""a whole country"" with ""the whole country"".
Replace ""ever at church"" with ""as ever a church was made"".

","no","","2013","Daniel Pett; Michael Norman; Emma Harbour","  1502_Groote_Kerk_at_Haarlem_Chunk_3.mp3","raised in the 17th century poem as that big barrel praised in a whole country such a beautiful and daring building ever at church","3","Groote_Kerk_at_Haarlem"
"91214","raised in the 17th century poem as that ""big barrel praised in the whole country such a beautiful and daring building ever at church""","no","","   1","Daniel Pett; Michael Norman; Emma Harbour","  1502_Groote_Kerk_at_Haarlem_Chunk_3.mp3","raised in the 17th century poem as that big barrel praised in a whole country such a beautiful and daring building ever at church","3","Groote_Kerk_at_Haarlem"
"91214","praised in a 17th century poem as: ""that big barrel, praised in the whole country. Such a beautiful and daring building as ever a church was made.""","yes","","2010","Daniel Pett; Michael Norman; Emma Harbour","  1502_Groote_Kerk_at_Haarlem_Chunk_3.mp3","raised in the 17th century poem as that big barrel praised in a whole country such a beautiful and daring building ever at church","3","Groote_Kerk_at_Haarlem"
,,,,,,,,,
"91215","""A credit to the Town, and miracle of the Country, and almost a greater work than any made by human hands."" The Cathedral is a favourite","yes","","2010","Daniel Pett; Michael Norman; Emma Harbour","  1502_Groote_Kerk_at_Haarlem_Chunk_4.mp3","a credit to the town and miracle of the country and almost a greater work than any made by human hands the cathedral","4","Groote_Kerk_at_Haarlem"
"91215","a credit to the town, a miracle of the country and almost a greater work than any made by human hands"". The cathedral","no","","   1","Daniel Pett; Michael Norman; Emma Harbour","  1502_Groote_Kerk_at_Haarlem_Chunk_4.mp3","a credit to the town and miracle of the country and almost a greater work than any made by human hands the cathedral","4","Groote_Kerk_at_Haarlem"
"91215","","yes","","2013","Daniel Pett; Michael Norman; Emma Harbour","  1502_Groote_Kerk_at_Haarlem_Chunk_4.mp3","a credit to the town and miracle of the country and almost a greater work than any made by human hands the cathedral","4","Groote_Kerk_at_Haarlem"
,,,,,,,,,
"91216","subject of Berckheyde, who painted it more than 30 times in his career. Fitzwilliam also bought a matching panel by the same artist which depicts the town hall of Amsterdam ","no","","2015","Thais ; Tara Panesar ; Michael Norman; Emma Harbour","  1502_Groote_Kerk_at_Haarlem_Chunk_5.mp3","subjective berckheyde who painted it more than 30 times in his career Fitzwilliam also bought a matching panel by the same artist which depicts the town hall Amsterdam","5","Groote_Kerk_at_Haarlem"
"91216","The subject of berckheyde who painted it more than 30 times in his career Fitzwilliam also bought a matching panel by the same artist which depicts the town hall Amsterdam
            ","no","not quite clear from the beginning of the audio whether the subject of or subjective","2016","Thais ; Tara Panesar ; Michael Norman; Emma Harbour","  1502_Groote_Kerk_at_Haarlem_Chunk_5.mp3","subjective berckheyde who painted it more than 30 times in his career Fitzwilliam also bought a matching panel by the same artist which depicts the town hall Amsterdam","5","Groote_Kerk_at_Haarlem"
"91216","subject of Berckheyde, who painted it more than thirty times in his career. Fitzwilliam also bought a matching panel by the same artist which depicts the town hall of Amsterdam.","no","","2010","Thais ; Tara Panesar ; Michael Norman; Emma Harbour","  1502_Groote_Kerk_at_Haarlem_Chunk_5.mp3","subjective berckheyde who painted it more than 30 times in his career Fitzwilliam also bought a matching panel by the same artist which depicts the town hall Amsterdam","5","Groote_Kerk_at_Haarlem"
