"taskID","track","automatedTranscription","sort","sortTwo"
"91710","  9901_Founder's_Building_Entrance_Hall_Chunk_0.mp3","in 1834 when Cambridge University held a competition for the design of the Fitzwilliam Museum there were two dominant Styles in English architecture","0","Founder's_Building_Entrance_Hall"
"91711","  9901_Founder's_Building_Entrance_Hall_Chunk_1.mp3","sick a classical standing in this hallway with it's cost of ancient statues it's towering Corinthian pillars and sky","1","Founder's_Building_Entrance_Hall"
"91714","  9901_Founder's_Building_Entrance_Hall_Chunk_2.mp3","the door supports its mosaic floor and central dome that can be little doubt that the tastes of the Dons who judged the competition lay in the ancient Mediterranean","2","Founder's_Building_Entrance_Hall"
"91715","  9901_Founder's_Building_Entrance_Hall_Chunk_3.mp3","remarkably for a building of this period the multi-coloured decoration the polygamy has been virtually untouched since it first went up","3","Founder's_Building_Entrance_Hall"
"91716","  9901_Founder's_Building_Entrance_Hall_Chunk_4.mp3","architectural conservator tobit Curtis recently oversaw the cleaning of the entrance hall the fitzwilliams decision to conserve the 19th century","4","Founder's_Building_Entrance_Hall"
"91717","  9901_Founder's_Building_Entrance_Hall_Chunk_5.mp3","the entrance hall is an extremely important one because generally this sort of decoration is painted over as it's on fashionable however","5","Founder's_Building_Entrance_Hall"
"91718","  9901_Founder's_Building_Entrance_Hall_Chunk_6.mp3","I did hear that it should be treated with the same conservation criteria as every other historical object in the museum the conservation work itself was","6","Founder's_Building_Entrance_Hall"
"91719","  9901_Founder's_Building_Entrance_Hall_Chunk_7.mp3","principally involved with cleaning the hologram is it was in a fairly stable condition when the team Conservatives were working on it we found a whole series","7","Founder's_Building_Entrance_Hall"
"91720","  9901_Founder's_Building_Entrance_Hall_Chunk_8.mp3","fascinating details which are simply invisible from the ground the facts that the gilding Victorian building was deliberately antiqued that is","8","Founder's_Building_Entrance_Hall"
"91721","  9901_Founder's_Building_Entrance_Hall_Chunk_9.mp3","they painted on green deterioration around the building is something that shows the remarkable detail the painters were going to simile the window glass","9","Founder's_Building_Entrance_Hall"
"91712","  9901_Founder's_Building_Entrance_Hall_Chunk_10.mp3","incredibly detailed doesn't see this from the ground probably the most exciting Discovery was the series of signatures on the horizontal surfaces next to","10","Founder's_Building_Entrance_Hall"
"91713","  9901_Founder's_Building_Entrance_Hall_Chunk_11.mp3","play the artists and painters have clean their brushes","11","Founder's_Building_Entrance_Hall"
"91377","  2112_Four_drachma_piece_Chunk_0.mp3","Greek coin specialist EV Market Place in the intestinal tract to fix it here is one of the most famous coins in the ancient world","0","Four_drachma_piece"
"91378","  2112_Four_drachma_piece_Chunk_1.mp3","the helmeted head of the goddess Athena on one side and the owl the emblem of this goddess of wisdom on the other show on your screen now immediately identify this","1","Four_drachma_piece"
"91379","  2112_Four_drachma_piece_Chunk_2.mp3","directions the most powerful Greek city state the most of the 5th century BC motorhomes power rested on the superiority of a fleet","2","Four_drachma_piece"
"91380","  2112_Four_drachma_piece_Chunk_3.mp3","which was financed by the abundant silver Mines at Lavenham in the South of a territories minds that provided the raw material for coins like this","3","Four_drachma_piece"
"91381","  2112_Four_drachma_piece_Chunk_4.mp3","seamless head is ok I can still see how I is depicted as I've seen from the front of a head is in profile with all of her parents became","4","Four_drachma_piece"
"91382","  2112_Four_drachma_piece_Chunk_5.mp3","stylised overtime the combination of goddess an owl remained a constant in the singer and coinage for five centuries and the pair travel far together","5","Four_drachma_piece"
"91383","  2112_Four_drachma_piece_Chunk_6.mp3","is EV market research points have been found in courts all over the Greek world and the even reached","6","Four_drachma_piece"
"91384","  2112_Four_drachma_piece_Chunk_7.mp3","this car inspired invitations all over the Greek world some of them","7","Four_drachma_piece"
"91385","  2112_Four_drachma_piece_Chunk_8.mp3","made out of could see some of them being plated","8","Four_drachma_piece"
"91386","  2113_Four_drachma_piece_from_Naxos_Chunk_0.mp3","Greek coin specialist EV Marco the silver tetradrachm of Naxos is one of the masterpieces","0","Four_drachma_piece_from_Naxos"
"91387","  2113_Four_drachma_piece_from_Naxos_Chunk_1.mp3","ancient world Nexus was haunted by Greek settlers coming from hankies in 735","1","Four_drachma_piece_from_Naxos"
"91389","  2113_Four_drachma_piece_from_Naxos_Chunk_2.mp3","it was one of the first cities of Sicily that started issuing coins on the obverse the heads side of a coin","2","Four_drachma_piece_from_Naxos"
"91390","  2113_Four_drachma_piece_from_Naxos_Chunk_3.mp3","turn your screen is Dionysus the Greek god of wine a lavishly bearded male with an ivy wreath around his head on the other side","3","Four_drachma_piece_from_Naxos"
"91391","  2113_Four_drachma_piece_from_Naxos_Chunk_4.mp3","take me to Picton naked SATA or sinus crouches down at cancerous wine cup in his hand Evie Marco","4","Four_drachma_piece_from_Naxos"
"91392","  2113_Four_drachma_piece_from_Naxos_Chunk_5.mp3","what was well known for producing wine in the integrity and the fact that the face of the onus is combined with one of his followers","5","Four_drachma_piece_from_Naxos"
"91393","  2113_Four_drachma_piece_from_Naxos_Chunk_6.mp3","preparing to drink wine from a Catholic he's a very important element proving the importance","6","Four_drachma_piece_from_Naxos"
"91394","  2113_Four_drachma_piece_from_Naxos_Chunk_7.mp3","wine for the for the colony of Nexus and this one is important because the residence of Naxos","7","Four_drachma_piece_from_Naxos"
"91395","  2113_Four_drachma_piece_from_Naxos_Chunk_8.mp3","746 we're actually removed from their city to lentini another Sicilian City by the children of","8","Four_drachma_piece_from_Naxos"
"91396","  2113_Four_drachma_piece_from_Naxos_Chunk_9.mp3","what's the first fitting years later when the team was deposed they were permitted to come back on this","9","Four_drachma_piece_from_Naxos"
"91388","  2113_Four_drachma_piece_from_Naxos_Chunk_10.mp3","stated in this period in 460 and it was probably should to celebrate this very important event for the city","10","Four_drachma_piece_from_Naxos"
"91722","  9902_George_Basevi_bust_Chunk_0.mp3","this is George Bush the architect of the Fitzwilliam Museum Saviour's been a pupil of the great neoclassical architect Sir John soane","0","George_Basevi_bust"
"91723","  9902_George_Basevi_bust_Chunk_1.mp3","and the commission to build a Fitzwilliam was the most important of his career tragically he never saw it finished from the 16th of October 1845","1","George_Basevi_bust"
"91724","  9902_George_Basevi_bust_Chunk_2.mp3","Fell to his death from the West Tower of Ely Cathedral is an eyewitness account Mr pasovy advanced towards one of the recent","2","George_Basevi_bust"
"91725","  9902_George_Basevi_bust_Chunk_3.mp3","Windows along a broad beam from both sides of which the flooring and been removed he was cautioned as the certain nail sticking up in the bin","3","George_Basevi_bust"
"91726","  9902_George_Basevi_bust_Chunk_4.mp3","play drops from Mr Stewart's lips when Mr pasovy tripped and fell through an aperture in the floor on to the voting over the arch under the tower","4","George_Basevi_bust"
"91727","  9902_George_Basevi_bust_Chunk_5.mp3","distance of over 40 feet his hands were unfortunately in his pockets with prevented his making any effort to recover his balance","5","George_Basevi_bust"
"91728","  9902_George_Basevi_bust_Chunk_6.mp3","catch hold of the adjoining beans he died almost immediately","6","George_Basevi_bust"
"91531","  304-george-frideric-handel_Chunk_0.mp3","this terracotta figure was made by French sculptor Louis as a model for a life-size marble statue of the composer George Frederick Handel","0","george_frideric_handel"
"91532","  304-george-frideric-handel_Chunk_1.mp3","but it's really remarkable piece of sculpture in its own right for a model of the quality of the modelling and the attention to detail is extraordinary you can see the veins and fig","1","george_frideric_handel"
"91533","  304-george-frideric-handel_Chunk_2.mp3","the composers hand as he plucked a note from his lyre is right foot Has Fallen free from its slipper and his toes are visible pressing against the skin Fabric of a stocking","2","george_frideric_handel"
"91534","  304-george-frideric-handel_Chunk_3.mp3","does a strong sensor that we are witnessing handle at home is down is loose the buttons of his breeches or undone and there's a lot of constant","3","george_frideric_handel"
"91535","  304-george-frideric-handel_Chunk_4.mp3","on his face are we perhaps an intense fleeting moment of inspiration apart our defeat transcribes the notes that he plays","4","george_frideric_handel"
"91536","  304-george-frideric-handel_Chunk_5.mp3","in spite of this informality this isn't a model for a public sculpture won a few in England at the time to celebrate a living person other than the monarch","5","george_frideric_handel"
"91537","  304-george-frideric-handel_Chunk_6.mp3","a huge celebrity in Mid eighteenth-century London and the finish marble was the artistic centerpiece of the Vauxhall Pleasure Gardens on the South Bank of the Thames","6","george_frideric_handel"
"91538","  304-george-frideric-handel_Chunk_7.mp3","contemporary visitors to this pleasure resort rotten startled by the Scottish realism and RB collection to Pygmalion the mythical Greek sculpture with statues Dental","7","george_frideric_handel"
"91500","  302-gimcrack_Chunk_0.mp3","it is thought that this painting may been commissioned to celebrate the first victory at Newmarket of the renowned thoroughbred gimcrack mounted here by his Victoria","0","gimcrack"
"91501","  302-gimcrack_Chunk_1.mp3","John Pratt there should not start a rubbing down house in Newmarket was sweaty horses will be dried with straw after exercising on the heath","1","gimcrack"
"91512","  302-gimcrack_Chunk_2.mp3","stretching out towards a different type of trees John Pratt once road and incredible 11 races in a single day at Newmarket that far more Renown","2","gimcrack"
"91513","  302-gimcrack_Chunk_3.mp3","even today it is Mount Jim Crow who in the words of lady Sarah Bunbury was the sweetest little horse that ever was","3","gimcrack"
"91514","  302-gimcrack_Chunk_4.mp3","small for a racehorse gimcrack was renowned for his stamina and endurance and no prat is clearly in control here holding the reins taught Stubbs","4","gimcrack"
"91515","  302-gimcrack_Chunk_5.mp3","the animals great power in motion Israel left who seems to tap the ground restlessly and we can see in the sheen of his coat with its underlying muscles","5","gimcrack"
"91516","  302-gimcrack_Chunk_6.mp3","the brilliant understanding of equine anatomy for which Stubbs is still celebrated professor twink Allen of the equine fertility unit in","6","gimcrack"
"91517","  302-gimcrack_Chunk_7.mp3","explains his Enthusiasm for this painting this wonderful painting of gimcrack by George Stubbs really takes my fancy","7","gimcrack"
"91518","  302-gimcrack_Chunk_8.mp3","two reasons firstly we know George stabbed having a very very accurate painting horses he looked at the minute details of all of us to painted so we can","8","gimcrack"
"91519","  302-gimcrack_Chunk_9.mp3","horsey did paint with an accurate depiction of that horse and he does a beautifully and of course Jim crack was really that's all my stuff first","9","gimcrack"
"91502","  302-gimcrack_Chunk_10.mp3","Stadium that came from the original Crossing of the three Foundation Harrods day in the valley took that Danny and the barbed willy","10","gimcrack"
"91503","  302-gimcrack_Chunk_11.mp3","common farmers that produce the forerunners of what we know there is no is the thoroughbred horse that wonderful F1 Ferrari and the thing about gym","11","gimcrack"
"91504","  302-gimcrack_Chunk_12.mp3","is it he was an incredible horse and what he did he won 27 different plates and prices in England between 1764 and 1770","12","gimcrack"
"91505","  302-gimcrack_Chunk_13.mp3","that's about her an 8-year racing span then he carried on in France he writes and turning 76 against the clock and Covenant","13","gimcrack"
"91506","  302-gimcrack_Chunk_14.mp3","32 1/2 miles in 1-hour that's tremendous feat of stamina and if you look at the painting and see why he was able to do that the front half of the host mean","14","gimcrack"
"91507","  302-gimcrack_Chunk_15.mp3","Arabian fine head small head dish knows that you're thin unique as we would call it today typical of the showy Ponte Sword of the Arabian horse","15","gimcrack"
"91508","  302-gimcrack_Chunk_16.mp3","where is the Hind half of him Norris the musculature of his hindquarters is huge really tremendous and it shows and give the","16","gimcrack"
"91509","  302-gimcrack_Chunk_17.mp3","why that horse could have done this tremendous racing and done this time racing like that so I was like a gimcrack is being the real Foundation","17","gimcrack"
"91510","  302-gimcrack_Chunk_18.mp3","of the Terrible do we know today that as I say that Ferrari the Ferrari was created so cleverly by the Old Boys and those days and 1700 by mixing the","18","gimcrack"
"91511","  302-gimcrack_Chunk_19.mp3","but the common family has it's a joy to behold","19","gimcrack"
"91369","  2111_Gold_stater_of_Croesus_Chunk_0.mp3","Greek coin specialist EV marker according to the story and herodotus Lydia's where the first people to issue","0","Gold_stater_of_Croesus"
"91370","  2111_Gold_stater_of_Croesus_Chunk_1.mp3","the ancient world and this one is important because it's one of the first gold coins medication safely","1","Gold_stater_of_Croesus"
"91371","  2111_Gold_stater_of_Croesus_Chunk_2.mp3","in fact in 61 and 545 BBC one side of the coin which you can see on your screen is on decorated but","2","Gold_stater_of_Croesus"
"91372","  2111_Gold_stater_of_Croesus_Chunk_3.mp3","marks produced when the metal was driven into an engraved I to produce the design on the other side here we see the confronting full parts of a lion and bear","3","Gold_stater_of_Croesus"
"91373","  2111_Gold_stater_of_Croesus_Chunk_4.mp3","symbols of power and the ancient world in these coins like this has been associated with a very influential and wealthy ruler","4","Gold_stater_of_Croesus"
"91374","  2111_Gold_stater_of_Croesus_Chunk_5.mp3","TV Makkah again is it supposed to be one of the issues of the King crisps with well known today for the really","5","Gold_stater_of_Croesus"
"91375","  2111_Gold_stater_of_Croesus_Chunk_6.mp3","but it's true that we really can't date precisely this coin it might have been struck by other kingsfleet","6","Gold_stater_of_Croesus"
"91376","  2111_Gold_stater_of_Croesus_Chunk_7.mp3","but it is place in the time of the reign of Chris's and his successors","7","Gold_stater_of_Croesus"
"91609","  704_GrandCanalVenice_Chunk_0.mp3","we're looking here towards the entrance of the Grand Canal in Venice on a calm sunny day the sky but for a few whiskers white cloudy","0","GrandCanalVenice"
"91610","  704_GrandCanalVenice_Chunk_1.mp3","the greener surface of the water is ghastly ruffled and the sun shines upon those parts of the building that face leaving much of the right side of the SR","1","GrandCanalVenice"
"91611","  704_GrandCanalVenice_Chunk_2.mp3","this is work by the great 18th century painter canaletto historian John Julius Norwich describes his admiration for the artist","2","GrandCanalVenice"
"91612","  704_GrandCanalVenice_Chunk_3.mp3","but I need the first thing to be said that it was by far the greatest painter who ever lived and Esme no he painted virtually nothing","3","GrandCanalVenice"
"91613","  704_GrandCanalVenice_Chunk_4.mp3","but then etc period when he was in England and he knew is it is so well that he couldn't afford to take the most extraordinary liberties with it","4","GrandCanalVenice"
"91614","  704_GrandCanalVenice_Chunk_5.mp3","extraordinary and fascinating things that you can do is get a little book of reproductions and take it around Venice go around Venice on foot","5","GrandCanalVenice"
"91615","  704_GrandCanalVenice_Chunk_6.mp3","Grandstand at the place of canaletto stood when he was painting any given picture and you can never never do it because you paint every picture from about four or five different viewpoints","6","GrandCanalVenice"
"91616","  704_GrandCanalVenice_Chunk_7.mp3","he thinks nothing of moving a company via 200 yards to the left or the right if you feel better improve his composition and records as well as their teeth he gives","7","GrandCanalVenice"
"91211","  1502_Groote_Kerk_at_Haarlem_Chunk_0.mp3","Fitzwilliam inherited a number of Dutch paintings from his maternal grandfather and he added to this collections around his life this is one of the best Dutch canvases","0","Groote_Kerk_at_Haarlem"
"91212","  1502_Groote_Kerk_at_Haarlem_Chunk_1.mp3","himself it's a view dating from around 1665 of the main Square in haarlem painted by Gerard Butler height we're looking out from the portico","1","Groote_Kerk_at_Haarlem"
"91213","  1502_Groote_Kerk_at_Haarlem_Chunk_2.mp3","Town Hall across the meat and fish market towards the Towering cathedral of Saint bavo the Pride of haarlem Skyline Great Church was destroyed","2","Groote_Kerk_at_Haarlem"
"91214","  1502_Groote_Kerk_at_Haarlem_Chunk_3.mp3","raised in the 17th century poem as that big barrel praised in a whole country such a beautiful and daring building ever at church","3","Groote_Kerk_at_Haarlem"
"91215","  1502_Groote_Kerk_at_Haarlem_Chunk_4.mp3","a credit to the town and miracle of the country and almost a greater work than any made by human hands the cathedral","4","Groote_Kerk_at_Haarlem"
"91216","  1502_Groote_Kerk_at_Haarlem_Chunk_5.mp3","subjective berckheyde who painted it more than 30 times in his career Fitzwilliam also bought a matching panel by the same artist which depicts the town hall Amsterdam","5","Groote_Kerk_at_Haarlem"
"91217","  1502_Groote_Kerk_at_Haarlem_V2_Chunk_0.mp3","Fitzwilliam inherited a number of Dutch paintings from his maternal grandfather and he added to this collections around his life this is one of the best Dutch canvases","0","Groote_Kerk_at_Haarlem_V"
"91218","  1502_Groote_Kerk_at_Haarlem_V2_Chunk_1.mp3","himself it's a view the main Square in haarlem painted by Gerard Burke height will looking out from the portico of the town hall across the meat and fish","1","Groote_Kerk_at_Haarlem_V"
"91219","  1502_Groote_Kerk_at_Haarlem_V2_Chunk_2.mp3","Lords of the Towering cathedral of Saint basil the Pride of haarlem Skyline this Great Church was described and praised in the 17th century poem","2","Groote_Kerk_at_Haarlem_V"
"91220","  1502_Groote_Kerk_at_Haarlem_V2_Chunk_3.mp3","that's a big barrel crazed in the whole country such a beautiful and daring building is every church was made a credit to the","3","Groote_Kerk_at_Haarlem_V"
"91221","  1502_Groote_Kerk_at_Haarlem_V2_Chunk_4.mp3","a miracle of the country and almost a greater work than any made by human hands the cathedral as a favourite subject of berckheyde who painted","4","Groote_Kerk_at_Haarlem_V"
"91222","  1502_Groote_Kerk_at_Haarlem_V2_Chunk_5.mp3","what's 30 times in his career Fitzwilliam also bought a matching panel by the same artist which depicts the town hall Amsterdam","5","Groote_Kerk_at_Haarlem_V"
"91272","  202-hampstead-heath_Chunk_0.mp3","John Constable was fascinated by clouds and on Hampstead Heath the undulating plain you see stretch me out here he found the perfect place to stay","0","hampstead_heath"
"91273","  202-hampstead-heath_Chunk_1.mp3","look at the clouds in this painting they seem to have been sketched rather quickly you can see the bus background upon which they were painted showing through in the upper right-hand corner","1","hampstead_heath"
"91274","  202-hampstead-heath_Chunk_2.mp3","but they are integral to the image see how they affect the Landscape beneath the light and trade on the hills in the distance relates directly to the disposition of cloud","2","hampstead_heath"
"91275","  202-hampstead-heath_Chunk_3.mp3","from The Shadows cast you can book out that the sun is high b on the left-hand edge of the canvas the long deep shadow across the bottom of the painting","3","hampstead_heath"
"91276","  202-hampstead-heath_Chunk_4.mp3","refresher green higher up and suggest a dark cloud blocking out the light directly above the viewers head clouds even affect the human activity","4","hampstead_heath"
"91277","  202-hampstead-heath_Chunk_5.mp3","the man with the cart in the foreground are probably filling in one of the depressions in the ground but puddles would form after heavy rain","5","hampstead_heath"
"91278","  202-hampstead-heath_Chunk_6.mp3","what's the interest in the relationship of Skye to landscape and the dramatic possibilities of light and shade the chiaroscuro of nature is he described it is strongly","6","hampstead_heath"
"91549","  3102_Horse_and_rider_Chunk_0.mp3","you can probably miss this horse and rider standing guard in the gallery all of the different parts of the armour were not originally made to go together as an ensemble","0","Horse_and_rider"
"91550","  3102_Horse_and_rider_Chunk_1.mp3","strike while the kind of soups that were produced in Germany in the early 16th century a boom time for the European Arms industry the grooves of","1","Horse_and_rider"
"91551","  3102_Horse_and_rider_Chunk_2.mp3","on the rise as best place in house where reflect the pleats and Folds found on contemporary men's clothing this style is named after the Holy Roman Emperor","2","Horse_and_rider"
"91552","  3102_Horse_and_rider_Chunk_3.mp3","William the first a devotee of the Jailhouse and one of the most armour conscious rulers of the Renaissance if a suit of armour employed wealth and Status","3","Horse_and_rider"
"91553","  3102_Horse_and_rider_Chunk_4.mp3","so did ownership of a horse there was none written agreement and cavalry man that they would not deliberately injuring opponent Mount Ida on the battlefield or in the","4","Horse_and_rider"
"91554","  3102_Horse_and_rider_Chunk_5.mp3","horses were still vulnerable to Arrows and some kind of protection was essential the horse here was a face guard called a saffron and a credit","5","Horse_and_rider"
"91454","  2604_Hurdy_gurdy_player_Chunk_0.mp3","set of engravings based on drawings by the great French Dr Edna Bushido was the inspiration for this and several figures around","0","Hurdy_gurdy_player"
"91455","  2604_Hurdy_gurdy_player_Chunk_1.mp3","the engravings are entitled the cries of Paris and depicted characters on the streets of the French capital travelling musicians vendors and craftsmen","1","Hurdy_gurdy_player"
"91456","  2604_Hurdy_gurdy_player_Chunk_2.mp3","usually with one finger print this hurdy-gurdy player was made around 1745 is unkempt hair perhaps just as lovely","2","Hurdy_gurdy_player"
"91457","  2604_Hurdy_gurdy_player_Chunk_3.mp3","good evening that figures of peasants and Street dwellers the mice and models and colourists suggested an unlikely Elegance his buskers jacket and socks","3","Hurdy_gurdy_player"
"91458","  2604_Hurdy_gurdy_player_Chunk_4.mp3","accurately implausibly white is yellow breeches a tastefully echoed in his carefully tied shoelaces the wealthy eighteenth-century owners of mice and figures","4","Hurdy_gurdy_player"
"91459","  2604_Hurdy_gurdy_player_Chunk_5.mp3","an interesting low life but the view of it at the dinner was smiley sanitised","5","Hurdy_gurdy_player"
"91430","  2204-Iron sword_Chunk_0.mp3","Saudi dates in the 6th century BC and was excavated from a tomb tomorrow in central Cyprus Julie Dawson of the museums Antiquities","0","Iron sword"
"91431","  2204-Iron sword_Chunk_1.mp3","evoke something that Spa splendor and describe what we see today it's obviously a weapon that's intended for slashing rather than","1","Iron sword"
"91432","  2204-Iron sword_Chunk_2.mp3","straight into somebody and you look after you can see the midrib here for strengthening it for taking blood if you look quite hard at the polar brown areas","2","Iron sword"
"91433","  2204-Iron sword_Chunk_3.mp3","you can actually see whether or remains of a wooden scabbard underneath that this was the sort of syrupy which almost certainly is deteriorated leather","3","Iron sword"
"91434","  2204-Iron sword_Chunk_4.mp3","is it really the Magnificent workmanship of this piece is actually when you get up to the hilt and what's your seeing their other paler parts that can","4","Iron sword"
"91435","  2204-Iron sword_Chunk_5.mp3","Hilton actually I've and it would have been laid in sheets across the hills and then held in place with copper rivets or the more like you actually","5","Iron sword"
"91436","  2204-Iron sword_Chunk_6.mp3","the hints of a lilac colour and possibly even a little bit of the silver so you'll have to imagine when it was first made this was a sort of gleaming cream","6","Iron sword"
"91437","  2204-Iron sword_Chunk_7.mp3","silver top to this object looks pretty awful now but once upon a time this would have been a truly fantastic piece of work","7","Iron sword"
"91595","  703_L_Umana_Fragilità_Chunk_0.mp3","in 1656 a devastating plague swept in Naples and resolve oh the 15-year old son of salvator Rosa perished","0","L_Umana_Fragilità"
"91596","  703_L_Umana_Fragilità_Chunk_1.mp3","the transience of human life was a recurring theme in 17th century art and thought but for roza in the year he made his painting the subject had a tree","1","L_Umana_Fragilità"
"91601","  703_L_Umana_Fragilità_Chunk_2.mp3","immediacy the tired looking woman sitting with her baby on her lap closely resembles portrait of lucrezia Salvatore's mistress and the mother","2","L_Umana_Fragilità"
"91602","  703_L_Umana_Fragilità_Chunk_3.mp3","the ring of Pale Roses around a head might be an allusion to the family name is it also refers to the fragility of human life","3","L_Umana_Fragilità"
"91603","  703_L_Umana_Fragilità_Chunk_4.mp3","the Rose is famously short-lived and the flowers around the creatures had are already losing their freshness and bloom the artist on initials","4","L_Umana_Fragilità"
"91604","  703_L_Umana_Fragilità_Chunk_5.mp3","at the very bottom of the canvas on a blade of a knife another death symbol the ruthless steel that is 7 his son from him but the dominant","5","L_Umana_Fragilità"
"91605","  703_L_Umana_Fragilità_Chunk_6.mp3","what's in the painting is undoubtedly the huge grinning winged skeleton that emerges from The Thick nocturnal Gloom he grasps the infant wrist","6","L_Umana_Fragilità"
"91606","  703_L_Umana_Fragilità_Chunk_7.mp3","forces him to write contact you're Cooper labour conception is a sin","7","L_Umana_Fragilità"
"91607","  703_L_Umana_Fragilità_Chunk_8.mp3","birth is pain life is toil death and Necessity Latin words come from a poem by the 12th century writer Adam","8","L_Umana_Fragilità"
"91608","  703_L_Umana_Fragilità_Chunk_9.mp3","sister not that one really need any knowledge of Latin to decipher the paintings bleak message Mother and Child has surrounded by a host of Memento","9","L_Umana_Fragilità"
"91597","  703_L_Umana_Fragilità_Chunk_10.mp3","lorry symbols reminder viewer that to be human is to be mortal it's rather surprising when we approach them via these bleaken","10","L_Umana_Fragilità"
"91598","  703_L_Umana_Fragilità_Chunk_11.mp3","images of the salvator Rosa was a distinguished poet and satirist a composer and a comic actor known for his good humour and practice","11","L_Umana_Fragilità"
"91599","  703_L_Umana_Fragilità_Chunk_12.mp3","whose house was once described as an abode of murph and the marketplace of gaiety in fact the anecdotal details of this","12","L_Umana_Fragilità"
"91600","  703_L_Umana_Fragilità_Chunk_13.mp3","woman's life add to the poignancy and seriousness of this work","13","L_Umana_Fragilità"
"91303","  2104_Lip_CupOdysseus_under_the_Ram_Chunk_0.mp3","this cup illustrates an episode from one of the most important and popular ancient Greek poems Homer's Odyssey","0","Lip_CupOdysseus_under_the_Ram"
"91304","  2104_Lip_CupOdysseus_under_the_Ram_Chunk_1.mp3","this epic describes the Adventures of the hero Odysseus as he sails home after the Trojan War of the monsters that he encountered on his journey is","1","Lip_CupOdysseus_under_the_Ram"
"91308","  2104_Lip_CupOdysseus_under_the_Ram_Chunk_2.mp3","cyclops a giant one-eyed man eating Shepherd who imprisons Odysseus and his crew and eating his way through them the Wylie Greek however","2","Lip_CupOdysseus_under_the_Ram"
"91309","  2104_Lip_CupOdysseus_under_the_Ram_Chunk_3.mp3","what is an ingenious escape the cyclops is collapsed in a drunken stupor Odysseus and his Men gouge out his one eye Homer hazardous","3","Lip_CupOdysseus_under_the_Ram"
"91310","  2104_Lip_CupOdysseus_under_the_Ram_Chunk_4.mp3","tribes escape from the Cave this was the scheme I eventually decided upon there were in the cyclops flock some well-bred","4","Lip_CupOdysseus_under_the_Ram"
"91311","  2104_Lip_CupOdysseus_under_the_Ram_Chunk_5.mp3","rams find big animals with coats of black wool together in threes the middle one in each case was two","5","Lip_CupOdysseus_under_the_Ram"
"91312","  2104_Lip_CupOdysseus_under_the_Ram_Chunk_6.mp3","one of my followers while its fellows went on either side to protect him to myself I chose a full-grown ran the pick of the flock","6","Lip_CupOdysseus_under_the_Ram"
"91313","  2104_Lip_CupOdysseus_under_the_Ram_Chunk_7.mp3","seizing in by the back I told up under his saggy belly and lay their upside down with a firm grip on his magnificent fleece and with","7","Lip_CupOdysseus_under_the_Ram"
"91314","  2104_Lip_CupOdysseus_under_the_Ram_Chunk_8.mp3","in my heart as soon as Dawn arrived and flecked the east with red params began to scramble out and make for the pastures","8","Lip_CupOdysseus_under_the_Ram"
"91315","  2104_Lip_CupOdysseus_under_the_Ram_Chunk_9.mp3","the cyclops though he was worn out by the agonies of the night before past his hands along the backs of all the animals as they came to a stand","9","Lip_CupOdysseus_under_the_Ram"
"91305","  2104_Lip_CupOdysseus_under_the_Ram_Chunk_10.mp3","but the full never noticed that my men were tied up under the breasts of his own woolly Sheep on both sides of this cup","10","Lip_CupOdysseus_under_the_Ram"
"91306","  2104_Lip_CupOdysseus_under_the_Ram_Chunk_11.mp3","figures are showing flanking a ram with another figure clinging to the bottom one can imagine how is a drinking party an image like this I prompted a recitation","11","Lip_CupOdysseus_under_the_Ram"
"91307","  2104_Lip_CupOdysseus_under_the_Ram_Chunk_12.mp3","song about a Distance exploit Cup stripes and decorated like this record little mastercuts after their painters who specialised in miniature figures Like These","12","Lip_CupOdysseus_under_the_Ram"
"91187","  103-loveAmongTheNations_Chunk_0.mp3","his former director of the Fitzwilliam Duncan Robinson when Spencer painted this picture in 1935 the ideas in it go by","0","loveAmongTheNations"
"91188","  103-loveAmongTheNations_Chunk_1.mp3","a long way in his work in fact he himself relates it to directly to his experiences in the first world war and I think it's interests","1","loveAmongTheNations"
"91194","  103-loveAmongTheNations_Chunk_2.mp3","his first title for this picture was actually humanity what he was really doing here was expressing his own conviction but","2","loveAmongTheNations"
"91195","  103-loveAmongTheNations_Chunk_3.mp3","a world which would be torn apart by a particularly painful war that his conviction that the future day not in war","3","loveAmongTheNations"
"91196","  103-loveAmongTheNations_Chunk_4.mp3","scored but in love emotions among and harmony among people's he actually said himself that I'm quoting Spencer","4","loveAmongTheNations"
"91197","  103-loveAmongTheNations_Chunk_5.mp3","during the war when I contemplated The Horror of my life and the lives of those with me I felt that the only way to end the gas to the experience would be if everyone","5","loveAmongTheNations"
"91198","  103-loveAmongTheNations_Chunk_6.mp3","play decided to indulge in every degree and form of sexual love and he goes on to say these are the joyful inheritances of mankind","6","loveAmongTheNations"
"91199","  103-loveAmongTheNations_Chunk_7.mp3","is an antidote if you like to all that pain and suffering and death and it's also in a way isn't it","7","loveAmongTheNations"
"91200","  103-loveAmongTheNations_Chunk_8.mp3","for the League of Nations which have just been found it in the aftermath of the war bringing together the People's the races of the world into","8","loveAmongTheNations"
"91201","  103-loveAmongTheNations_Chunk_9.mp3","kind of international commessa a great loving by people from everywhere every kind of background and it's done with a certain weight and","9","loveAmongTheNations"
"91189","  103-loveAmongTheNations_Chunk_10.mp3","I mean all of these people embracing and cuddling one another and and he himself of course sitting in the","10","loveAmongTheNations"
